0.031629611,6.993355482
0.026433257,6.46179402
0.026313996,5.531561462
0.039424142,7.790697674
0.044663089,8.65448505
0.047372008,9.784053156
0.050038334,10.58139535
0.050132039,11.31229236
0.057935088,12.17607973
0.055319874,11.77740864
0.063131442,12.7076412
0.065738138,13.03986711
0.065780731,13.37209302
0.068378908,13.63787375
0.070985604,13.97009967
0.071011159,14.16943522
0.076173439,14.43521595
0.073617855,14.50166113
0.073643411,14.70099668
0.076233069,14.90033223
0.076267144,15.16611296
0.09422438,15.23255814
0.104480791,15.23255814
0.117309822,15.29900332
0.12500213,15.29900332
0.132685919,15.23255814
0.140378226,15.23255814
0.148070534,15.23255814
0.150634637,15.23255814
0.163463668,15.29900332
0.181412386,15.29900332
0.171155976,15.29900332
0.191677315,15.3654485
0.204497828,15.3654485
0.20964307,15.49833887
0.21989948,15.49833887
0.230172928,15.63122924
0.240454894,15.83056478
0.245591618,15.89700997
0.258412131,15.89700997
0.268677059,15.96345515
0.284061675,15.96345515
0.276386404,16.09634551
0.296890706,16.02990033
0.307147116,16.02990033
0.317403527,16.02990033
0.327659937,16.02990033
0.348172757,16.02990033
0.337916347,16.02990033
0.36099327,16.02990033
0.353300963,16.02990033
0.371241162,15.96345515
0.378941988,16.02990033
0.384070193,16.02990033
0.391753982,15.96345515
0.391753982,15.96345515
0.404583014,16.02990033
0.419967629,16.02990033
0.422531732,16.02990033
0.432788142,16.02990033
0.440471931,15.96345515
0.450745379,16.09634551
0.460984752,15.96345515
0.476369367,15.96345515
0.47893347,15.96345515
0.494343641,16.1627907
0.525112872,16.1627907
0.545625692,16.1627907
0.558437686,16.09634551
0.578950507,16.09634551
0.59177102,16.09634551
0.6097027,15.96345515
0.627625863,15.7641196
0.637882273,15.7641196
0.650660193,15.43189369
0.668591873,15.29900332
0.678839765,15.23255814
0.691660278,15.23255814
0.704480791,15.23255814
0.719865406,15.23255814
0.735241503,15.16611296
0.753198739,15.23255814
0.758326944,15.23255814
0.768600392,15.3654485
0.778848283,15.29900332
0.791660278,15.23255814
0.804455235,15.03322259
0.817241673,14.76744186
0.827489565,14.70099668
0.835147798,14.43521595
0.845387171,14.30232558
0.853062441,14.16943522
0.860729193,13.97009967
0.873532669,13.8372093
0.881190902,13.57142857
0.886285033,13.30564784
0.89907999,13.10631229
0.911840872,12.64119601
0.927191413,12.37541528
0.942550473,12.17607973
0.950225743,12.04318937
0.965584803,11.84385382
0.983507965,11.64451827
0.993713263,11.24584718
1.003952637,11.11295681
1.01161087,10.84717608
1.024397308,10.58139535
1.0346452,10.51495017
1.037200784,10.44850498
1.044876054,10.31561462
1.052525769,9.983388704
1.06277366,9.916943522
1.06787631,9.717607973
1.078107164,9.518272425
1.088355056,9.451827243
1.093449186,9.186046512
1.103697078,9.119601329
1.116492035,8.920265781
1.124158787,8.720930233
1.134415197,8.720930233
1.14465457,8.588039867
1.160039186,8.588039867
1.172842661,8.455149502
1.190774342,8.322259136
1.201022234,8.255813953
1.221483942,7.857142857
1.211261607,8.122923588
1.18310759,8.521594684
1.229159213,7.724252492
1.236834483,7.591362126
1.239381549,7.458471761
1.247048301,7.259136213
1.25215095,7.059800664
1.25982622,6.926910299
1.270057075,6.727574751
1.290518784,6.328903654
1.300749638,6.129568106
1.310980492,5.930232558
1.334048897,5.863787375
1.351980578,5.73089701
1.369895221,5.465116279
1.380134594,5.332225914
1.395485135,5.066445183
1.408305648,5.066445183
1.423639152,4.667774086
1.426186217,4.534883721
1.431297385,4.401993355
1.431271829,4.202657807
1.441485646,3.870431894
1.451699463,3.53820598
1.469614107,3.272425249
1.477246784,2.80730897
1.48746912,2.541528239
1.492580288,2.408637874
1.497682937,2.209302326
1.505366726,2.142857143
1.513041997,2.009966777
1.520717267,1.877076412
1.530973677,1.877076412
1.538640429,1.677740864
1.551435386,1.478405316
1.566802964,1.34551495
1.579597921,1.146179402
1.592409916,1.079734219
1.600093705,1.013289037
1.666692223,0.481727575
1.676931596,0.348837209
1.61547832,1.013289037
1.607786012,1.013289037
1.653888747,0.61461794
1.620589488,0.880398671
1.625709175,0.813953488
1.633392964,0.747508306
1.641076753,0.681063123
1.64876906,0.681063123
